6.123233995736766e-16	10.0	0.0	10.0	0
-2.8470094961277264	20.62518408917975	-10.0	10.0	0
-8.847009496127724	31.017488934593015	-8.431538441120741	12.329821742510669	0
-18.03939765155284	40.20987709001813	-8.624740761531065	21.01995940927423	0
-30.163753304534982	47.20987709001813	-13.634870553406568	31.232118959967224	0
-44.65264069887101	51.092162766555944	-22.97383435992835	40.25969251908862	0
-60.65264069887101	51.09216276655594	-35.70722477750639	46.622315566282055	0
-77.07337974578518	46.69223899981308	-50.80941203749026	49.328402714912684	0
-92.66183701390507	37.69223899981307	-67.12337487156327	47.69093965714765	0
-106.09686585644947	24.25721015726866	-83.35007620522579	41.337936551989415	0
-116.09686585644945	6.936702081579881	-98.10034904256099	30.26185159912002	0
-121.53206580360239	-13.347740270490554	-109.98822910389637	14.85406003896426	0
-121.53206580360239	-35.347740270490554	-117.743843681947	-4.093045615505943	0
-115.57922776624443	-57.56403427513913	-120.32882278370708	-25.42039388613017	0
-103.57922776624444	-78.34864396596566	-117.04097222024974	-47.67144598131103	0
-85.90155823658077	-96.02631349562938	-107.5975532488151	-69.19151230173132	0
-63.38489773818539	-109.02631349562941	-92.18873991218332	-88.2499810324455	0
-37.304900428380556	-116.01442771339751	-71.49522247830733	-103.17630216147235	0
-9.304900428380556	-116.01442771339757	-46.66668305818323	-112.49917153605782	0
18.706948534002443	-108.50867540542453	-19.260930371977455	-115.07769522105949	0
44.68771064753564	-93.5086754054246	8.853341275061329	-110.21349914603317	0
66.60802086431868	-71.58836518864169	35.62414679046647	-97.7338156644964	0
82.60802086431876	-43.8755522675397	58.96544726094713	-78.03747898179563	0
91.14904935270206	-12.000000000000483	76.91722140300195	-52.09837425826018	0
91.14904935270219	21.999999999999517	87.80424692015693	-21.42402762555635	0
82.0903827741141	55.80740392011694	90.38105889933676	12.029534079916367	0
64.09038277411425	86.98431845635682	83.9511144365192	45.98204501163308	0
37.92743187021212	113.1472693602592	68.44971272837138	77.98452721711595	0
5.018466526403543	132.14726936025937	44.482610556132634	105.59547272663265	0
